,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
2160,A22252,We should fight for the abolition of nuclear weapons,in favor of,nuclear weapons create unnecessary political tension,nuclear weapons create unnecessary political tension in favor of We should fight for the abolition of nuclear weapons,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
698,A18019,We should end mandatory retirement,against,mandatory retirement leaves openings in the job force for those that are stronger and more capable of doing the jobs.,mandatory retirement leaves openings in the job force for those that are stronger and more capable of doing the jobs. against We should end mandatory retirement,"['Achievement', 'Power: resources', 'Benevolence: caring']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7106,E04153,We should support Frontex.,in favor of, The EU needs a robust Frontex Agency with the caveat that Frontex missions must report to the member states on whose territories they operate., The EU needs a robust Frontex Agency with the caveat that Frontex missions must report to the member states on whose territories they operate. in favor of We should support Frontex.,"['Achievement', 'Benevolence: dependability']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2999,A25036,We should abolish the right to keep and bear arms,in favor of,firearms in the hands of civilians create societies more prone to violence,firearms in the hands of civilians create societies more prone to violence in favor of We should abolish the right to keep and bear arms,['Security: societal'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3696,A28027,We should subsidize space exploration,against,space exploration is a bottomless money pit that completely fails to justify the enornomous quantity of revenue pumped into it.,space exploration is a bottomless money pit that completely fails to justify the enornomous quantity of revenue pumped into it. against We should subsidize space exploration,"['Power: resources', 'Security: personal']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1636,A20451,We should ban telemarketing,against,telemarketing is a form of sales that has been around for years and without it many jobs would be lost.,telemarketing is a form of sales that has been around for years and without it many jobs would be lost. against We should ban telemarketing,"['Achievement', 'Security: personal', 'Benevolence: caring']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3457,A27152,We should end mandatory retirement,against,older workers are not as efficient as they age. there comes a point where they need to retire and allow more able bodied younger people to take these jobs.,older workers are not as efficient as they age. there comes a point where they need to retire and allow more able bodied younger people to take these jobs. against We should end mandatory retirement,"['Achievement', 'Security: personal', 'Security: societal', 'Tradition', 'Humility']",0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
3581,A27343,We should ban private military companies,in favor of,only the federal government should be allowed to handle any military training.,only the federal government should be allowed to handle any military training. in favor of We should ban private military companies,['Power: dominance'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,A19440,We should abolish zoos,against,zoos allow animals to live in safety and to have a constant food source,zoos allow animals to live in safety and to have a constant food source against We should abolish zoos,"['Power: dominance', 'Security: personal', 'Benevolence: caring', 'Benevolence: dependability', 'Universalism: nature']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
4659,D02023,We should subsidize hydrogen vehicles,against,"Hydrogen is flammable and can cause fires or explosions. So, it is not completely safe yet.","Hydrogen is flammable and can cause fires or explosions. So, it is not completely safe yet. against We should subsidize hydrogen vehicles","['Security: personal', 'Security: societal', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6585,A28213,Social media brings more harm than good,against,social media brings together people all over the world with ease.,social media brings together people all over the world with ease. against Social media brings more harm than good,"['Achievement', 'Security: personal']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5616,A18406,Homeopathy brings more harm than good,in favor of,"Problems can arise if homeopathy is used to treat serious illnesses, rather than seeking treatment by traditional, western medicine.","Problems can arise if homeopathy is used to treat serious illnesses, rather than seeking treatment by traditional, western medicine. in favor of Homeopathy brings more harm than good","['Security: personal', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1853,A21296,We should ban whaling,in favor of,whaling  should be banned because they're killed inhumanely.,whaling  should be banned because they're killed inhumanely. in favor of We should ban whaling,['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5232,E07142,We need Integrated migration and border policy.,against,"Migration has totally gotten out of control. The EU refuses to see the magnitude of it. Hundreds of millions like to migrate. All people without the right language and fitting education. The massive numbers of immigrants threaten the existence of EU societies, through crime, poverty, and housing shortage. ","Migration has totally gotten out of control. The EU refuses to see the magnitude of it. Hundreds of millions like to migrate. All people without the right language and fitting education. The massive numbers of immigrants threaten the existence of EU societies, through crime, poverty, and housing shortage.  against We need Integrated migration and border policy.",['Security: societal'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3763,A28131,We should fight for the abolition of nuclear weapons,in favor of,"The material used to build bombs, radioactive and otherwise, could be used for industrial purposes, creating jobs and generally strengthening the economy.","The material used to build bombs, radioactive and otherwise, could be used for industrial purposes, creating jobs and generally strengthening the economy. in favor of We should fight for the abolition of nuclear weapons","['Power: resources', 'Security: personal', 'Benevolence: caring']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3304,A26012,We should legalize prostitution,in favor of,"there are different types of prostitution, not all is abusive and exploitative. a regulated industry based upon freedom of choice is a positive liberation and safer than the situation today","there are different types of prostitution, not all is abusive and exploitative. a regulated industry based upon freedom of choice is a positive liberation and safer than the situation today in favor of We should legalize prostitution","['Self-direction: action', 'Power: dominance', 'Security: societal', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
7052,E03048,We should reduce environment pollution by limiting number of people in Europe,against,"A migrant, with the proper education and support, will in his turn contribute for society, which allows more people to have a fulfilling life.","A migrant, with the proper education and support, will in his turn contribute for society, which allows more people to have a fulfilling life. against We should reduce environment pollution by limiting number of people in Europe","['Security: personal', 'Security: societal', 'Benevolence: caring']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
5727,A19423,The vow of celibacy should be abandoned,in favor of,the vow of celibacy is what drives the religious people to commit crimes,the vow of celibacy is what drives the religious people to commit crimes in favor of The vow of celibacy should be abandoned,"['Self-direction: thought', 'Stimulation', 'Hedonism', 'Security: societal', 'Benevolence: caring']",1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3743,A28099,We should ban telemarketing,against,if someone does not want to engage with telemarketers they can just hang up or sign off,if someone does not want to engage with telemarketers they can just hang up or sign off against We should ban telemarketing,"['Self-direction: action', 'Conformity: rules', 'Universalism: objectivity']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3445,A27129,We should adopt libertarianism,in favor of,we should adopt libertarianism because it would mean more freedom for citizens from their government.,we should adopt libertarianism because it would mean more freedom for citizens from their government. in favor of We should adopt libertarianism,"['Self-direction: thought', 'Self-direction: action', 'Security: societal', 'Universalism: concern']",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
